Unnamed: 0,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,DesSem,DesSemCat,NameSem,NameSemCat,combined_color_black,combined_color_black_brown,combined_color_black_brown_cream,combined_color_black_brown_golden,combined_color_black_brown_gray,combined_color_black_brown_white,combined_color_black_brown_yellow,combined_color_black_cream,combined_color_black_cream_gray,combined_color_black_cream_white,combined_color_black_golden,combined_color_black_golden_cream,combined_color_black_golden_gray,combined_color_black_golden_white,combined_color_black_golden_yellow,combined_color_black_gray,combined_color_black_gray_white,combined_color_black_white,combined_color_black_yellow,combined_color_black_yellow_cream,combined_color_black_yellow_gray,combined_color_black_yellow_white,combined_color_brown,combined_color_brown_cream,combined_color_brown_cream_gray,combined_color_brown_cream_white,combined_color_brown_golden,combined_color_brown_golden_cream,combined_color_brown_golden_gray,combined_color_brown_golden_white,combined_color_brown_golden_yellow,combined_color_brown_gray,combined_color_brown_gray_white,combined_color_brown_white,combined_color_brown_yellow,combined_color_brown_yellow_cream,combined_color_brown_yellow_gray,combined_color_brown_yellow_white,combined_color_cream,combined_color_cream_gray,combined_color_cream_gray_white,combined_color_cream_white,combined_color_golden,combined_color_golden_cream,combined_color_golden_cream_gray,combined_color_golden_cream_white,combined_color_golden_gray,combined_color_golden_gray_white,combined_color_golden_white,combined_color_golden_yellow,combined_color_golden_yellow_cream,combined_color_golden_yellow_gray,combined_color_golden_yellow_white,combined_color_gray,combined_color_gray_white,combined_color_white,combined_color_yellow,combined_color_yellow_cream,combined_color_yellow_cream_gray,combined_color_yellow_cream_white,combined_color_yellow_gray,combined_color_yellow_gray_white,combined_color_yellow_white
1029,1,144,232,0,1,5,0,0,2,2,3,3,2,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,77001793,1,3,0.19375,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7786,1,144,76,0,1,1,6,7,3,1,1,1,2,2,0,41326,767e254fbefc9f88447ae3f938a0c6a3,0,e67f7787d,0,4,0.3,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8702,2,144,301,251,1,3,0,0,3,1,1,1,1,1,0,41401,36bd779cd51ca8bb457f6fadd55f0d04,0,98c1efd96,5,2,0.265625,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10412,1,144,307,0,1,2,0,0,3,2,3,3,3,1,0,41326,9a6a1c6815dc79207591788749aab6a7,0,b8715f663,1,4,0.158405483,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1412,1,135,195,0,1,6,7,0,1,1,3,1,3,2,0,41326,279cd3514fab3ebb4700f621d60a8285,0,70335663e,0,3,0.135833333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
394,2,132,266,0,2,1,2,0,2,1,1,1,1,1,0,41326,8f249aa58e29f16be754f494813c56df,0,f4f349714,1,3,0.007142857,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1405,1,132,307,152,2,1,0,0,1,1,1,1,2,1,0,41326,2ebac67d1aac94488703313d85406c7f,0,7f5e7cf4a,3,2,0.165,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1890,1,132,128,0,2,2,7,0,1,1,1,1,2,1,0,41326,e3cd018ca3abea740179792a9c64181f,0,2a19120e7,3,4,0.263333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2993,2,132,266,0,1,5,7,0,2,1,1,1,1,1,0,41326,8f249aa58e29f16be754f494813c56df,0,bf497e792,2,3,0.007142857,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5168,1,132,195,0,2,1,0,0,1,1,1,1,1,1,0,41327,32af52932a4a1d52bd064d1c985c4005,0,8fb06a963,0,4,0.145333333,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6207,1,132,141,307,2,2,5,0,2,2,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,a36e3c034,4,3,0.160795455,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8012,1,132,195,0,2,1,0,0,1,1,1,1,1,1,0,41327,32af52932a4a1d52bd064d1c985c4005,0,c790696c7,1,4,0.145333333,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11035,1,132,128,0,2,2,7,0,1,2,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,1b9cedf4a,2,1,0.200333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5123,1,123,20,0,2,1,4,7,2,1,1,1,1,1,0,41326,b4e4421e5dfa7e0a493c21628a817657,0,1ef0bf320,3,4,-0.216666667,-1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5048,1,122,205,0,1,2,7,0,1,1,1,1,2,1,0,41326,d43d999c1e9d4977b847fce3f634ab0c,0,290c3cd9e,2,4,-0.125,-1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,1,120,307,0,1,1,2,7,3,1,3,3,3,1,0,41401,528e832163898e9863fd2cc1dcdc3126,0,b84dad49f,3,4,0.10005291,1,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
796,1,120,207,0,2,3,6,0,1,2,3,3,3,1,0,41326,4a84155488727fbb5fe93fe9a67bbf0d,0,e42dc215d,1,0,0.233333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
857,1,120,307,0,2,1,7,0,2,2,3,3,3,2,0,41401,e632da8f6804181efc53ccd6acb0026d,0,952501bdb,3,3,0.083238636,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1289,2,120,272,0,2,2,5,7,2,2,3,3,1,1,0,41326,152da5936dd0d5bcaacfe021b2a10c60,0,2e392586a,4,4,0.068181818,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1717,2,120,266,0,2,1,0,0,1,1,3,3,1,1,0,41401,927f7e760263652f44a7cf68392f571b,0,da78c5792,1,4,0.335416667,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2136,1,120,169,0,2,6,7,0,1,2,3,3,1,1,0,41326,4eb8fd9b3f2b36bebd9e151ff15dfd0d,0,e4941c40c,5,2,0.166666667,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2413,1,120,307,307,2,2,0,0,2,2,2,2,1,1,0,41324,805585fcdc9dc6c9cb77faeab55a2da8,0,ce5bb821a,1,4,0.548666667,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3110,1,120,189,0,1,1,0,0,3,3,1,1,2,1,0,41401,891ea83fd4fa94d4471b77805ddb4d10,0,fdb03c163,2,3,0.175,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3405,1,120,152,0,2,1,0,0,1,1,1,1,2,2,0,41326,744fa4278196568a18fcf5cd7d324ed2,0,8b6867433,3,1,0.080555556,1,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3663,1,120,307,0,1,2,3,0,2,2,3,3,3,2,0,41401,524c82f422bcef008ea0798646ca9ced,0,8e2723a38,1,4,0.097354276,1,0.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3878,1,120,152,0,1,1,2,0,2,1,1,1,1,1,0,41401,0035cbe4e442a7d4e622abe56254a387,0,f618c35b8,1,4,0.133333333,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4260,1,120,60,0,2,1,4,7,1,1,1,1,2,1,0,41326,bdfab771f0547c21439fbde3e68b898e,0,2b6e5343e,4,2,0.233333333,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5084,2,120,266,0,1,3,0,0,3,1,1,1,1,1,0,41326,8f249aa58e29f16be754f494813c56df,0,8a2e1d05b,1,3,0.007142857,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5506,1,120,307,0,1,1,2,7,3,3,3,3,3,2,0,41326,c28d7a4697a2b731ec973c4c95ff8321,0,25765058c,4,4,0.006111111,1,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5749,1,120,141,0,2,4,5,7,3,1,3,3,3,3,0,41326,262134564eade307d2f5e2bb009d13d6,0,f3b52a69c,4,2,0.137642674,1,0.478571429,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6394,1,120,307,307,2,2,0,0,1,1,3,3,3,1,0,41401,96a58253acc0b6bbad6c312dc1bc3063,0,640a267a9,3,4,-0.257142857,-1,0.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7219,2,120,292,283,2,2,6,7,1,1,1,1,1,1,0,41401,36bd779cd51ca8bb457f6fadd55f0d04,0,94d65e361,4,4,0.304305556,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7940,1,120,182,0,1,1,5,0,1,1,3,3,2,1,0,41326,10a42bd0fe423ccca71fa484b9cacd3b,0,8aec4488c,3,1,0.241666667,1,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8186,1,120,60,0,2,4,7,0,2,1,3,3,3,1,0,41326,3facc0ead1ebec39528da3736486f04c,0,d3975e1bd,2,2,0.042566288,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8247,1,120,103,0,1,1,2,0,4,2,3,3,2,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,c62a2a817,3,2,0.331547619,1,0.4,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8394,1,120,141,0,2,5,0,0,3,1,1,2,1,2,0,41401,9cc85338d8ec7733ff1f400181246430,0,dc8caa6d2,0,4,0.0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8632,2,120,266,0,2,6,7,0,2,1,1,1,1,1,50,41326,acb6d8556fbfe409c70cb8617d200e45,0,9b52894bc,17,4,0.128955211,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8865,1,120,179,0,2,5,0,0,1,3,1,1,2,1,180,41326,001e42763024f9d4abe31e79472b1827,0,a65ec6d03,3,2,0.455,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8927,1,120,307,0,2,3,5,0,2,1,1,1,1,1,0,41327,4e342a956a49588ab8d68c7d737053f4,0,676b51817,3,3,-0.036770833,-1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8950,1,120,205,0,1,2,7,0,2,1,1,1,3,2,0,41326,757b79b6b637c00c9c7591d25aaccec5,0,44a0c16bc,2,4,0.18125,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9652,1,120,179,0,2,2,0,0,1,2,1,1,1,1,0,41326,2e53c8cd2454a77eb195a039ee28b8f6,0,686b90dfc,1,2,0.0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9727,1,120,205,0,1,6,7,0,1,2,3,3,3,1,0,41326,103aa6b249cab1993621841ce393ac08,0,4813a0d67,2,4,0.121212121,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9983,1,120,152,0,1,1,2,0,1,1,1,1,2,1,0,41326,fe6b58872037cf640f7be8b7b7f48bb6,0,f8b827be1,3,2,0.177483165,1,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10539,1,120,78,103,1,1,4,0,3,1,3,3,2,3,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,5cdb90323,4,4,0.297222222,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4805,1,117,205,0,2,1,2,7,2,2,1,1,1,1,0,41327,13cb39790e38c60cc14f66f361cadf42,0,daa73505c,3,1,0.166666667,1,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5599,1,112,307,0,1,2,7,0,2,1,2,2,2,1,0,41336,4709b98b4e26f2354acf58dd3395fdf6,0,f4cff3785,1,2,0.45,1,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6200,2,112,266,0,1,1,7,0,1,1,2,2,2,1,0,41401,ca3d78b39418f38c0710e19565518804,0,e3b589e13,5,0,0.107407407,1,-0.083333333,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
